progeny	sire	dam	progeny_fam_ID	sire_fam_ID	dam_fam_ID
949	0	0	NA	NA	NA
950	0	0	NA	NA	NA
951	0	0	NA	NA	NA
952	0	0	NA	NA	NA
953	0	0	NA	NA	NA
954	0	0	NA	NA	NA
955	0	0	NA	NA	NA
956	0	0	NA	NA	NA
957	0	0	NA	NA	NA
958	0	0	NA	NA	NA
959	0	0	NA	NA	NA
960	0	0	NA	NA	NA
961	0	0	NA	NA	NA
962	0	0	NA	NA	NA
963	0	0	NA	NA	NA
964	0	0	NA	NA	NA
965	0	0	NA	NA	NA
966	0	0	NA	NA	NA
967	0	0	NA	NA	NA
968	0	0	NA	NA	NA
969	0	0	NA	NA	NA
970	0	0	NA	NA	NA
971	0	0	NA	NA	NA
972	0	0	NA	NA	NA
973	0	0	NA	NA	NA
974	0	0	NA	NA	NA
975	0	0	NA	NA	NA
976	0	0	NA	NA	NA
977	0	0	NA	NA	NA
978	0	0	NA	NA	NA
979	0	0	NA	NA	NA
980	0	0	NA	NA	NA
981	0	0	NA	NA	NA
982	0	0	NA	NA	NA
983	0	0	NA	NA	NA
984	0	0	NA	NA	NA
985	0	0	NA	NA	NA
986	0	0	NA	NA	NA
987	0	0	NA	NA	NA
988	0	0	NA	NA	NA
989	0	0	NA	NA	NA
990	0	0	NA	NA	NA
991	0	0	NA	NA	NA
992	0	0	NA	NA	NA
993	0	0	NA	NA	NA
994	0	0	NA	NA	NA
995	0	0	NA	NA	NA
996	0	0	NA	NA	NA
997	0	0	NA	NA	NA
998	0	0	NA	NA	NA
999	0	0	NA	NA	NA
1000	0	0	NA	NA	NA
1001	0	0	NA	NA	NA
1002	0	0	NA	NA	NA
1003	0	0	NA	NA	NA
1004	0	0	NA	NA	NA
1005	0	0	NA	NA	NA
1006	0	0	NA	NA	NA
1007	0	0	NA	NA	NA
1008	0	0	NA	NA	NA
1009	0	0	NA	NA	NA
1010	0	0	NA	NA	NA
1011	0	0	NA	NA	NA
1012	0	0	NA	NA	NA
1013	0	0	NA	NA	NA
1014	0	0	NA	NA	NA
1015	0	0	NA	NA	NA
1016	0	0	NA	NA	NA
1017	0	0	NA	NA	NA
1018	0	0	NA	NA	NA
1019	0	0	NA	NA	NA
1020	0	0	NA	NA	NA
1021	0	0	NA	NA	NA
1022	0	0	NA	NA	NA
1023	0	0	NA	NA	NA
1024	0	0	NA	NA	NA
1025	0	0	NA	NA	NA
1026	0	0	NA	NA	NA
1027	0	0	NA	NA	NA
1028	0	0	NA	NA	NA
1029	0	0	NA	NA	NA
1030	0	0	NA	NA	NA
1031	0	0	NA	NA	NA
1032	0	0	NA	NA	NA
1033	0	0	NA	NA	NA
1034	0	0	NA	NA	NA
1035	0	0	NA	NA	NA
1036	0	0	NA	NA	NA
1037	0	0	NA	NA	NA
1038	0	0	NA	NA	NA
1039	0	0	NA	NA	NA
1040	0	0	NA	NA	NA
1041	0	0	NA	NA	NA
1042	0	0	NA	NA	NA
1043	0	0	NA	NA	NA
1044	0	0	NA	NA	NA
1045	0	0	NA	NA	NA
1046	0	0	NA	NA	NA
1047	0	0	NA	NA	NA
1048	0	0	NA	NA	NA
1049	0	0	NA	NA	NA
1050	0	0	NA	NA	NA
1051	0	0	NA	NA	NA
1052	0	0	NA	NA	NA
1053	0	0	NA	NA	NA
1054	0	0	NA	NA	NA
1055	0	0	NA	NA	NA
1056	0	0	NA	NA	NA
1057	0	0	NA	NA	NA
1058	0	0	NA	NA	NA
1059	0	0	NA	NA	NA
1060	0	0	NA	NA	NA
1061	0	0	NA	NA	NA
1062	0	0	NA	NA	NA
1063	0	0	NA	NA	NA
1064	0	0	NA	NA	NA
1065	0	0	NA	NA	NA
1066	0	0	NA	NA	NA
